Index	NumberPSM	ProteinID	MaxPepProb	ReferenceIntensity	126	127N	127C	128N	128C	129N	129C	130N	130C	131N	RefInt_TMT10_FP18_chimerys
IGKV2D-30	1	A0A075B6S6	0.9887	20.65222650757876	20.233246741928625	NA	17.691257048368694	20.823704460136994	16.77001309282192	21.739377494991835	21.116216973999453	21.08303478499793	18.25866467454937	21.568624604504368	20.65222650757876
IGKV3-15	3	P01624	1.0	23.396649324696693	23.18944425739072	20.649253473497872	20.74123516424837	24.238317350536374	20.579035531949984	23.94427943695703	23.81381537517026	23.89895686575375	21.01877888340658	24.033676062112328	23.396649324696693
IGKV3-20	5	P01619	1.0	25.310073899689836	25.129070363112252	21.213939414392268	22.623611033388517	25.888873560096336	22.13781649051483	26.26756636316848	26.04343428117471	26.10576633358904	22.894326239915507	26.06137661035621	25.310073899689836
IGKV3D-11	1	A0A0A0MRZ8	0.9999	22.093467857692705	21.837668204246047	18.083947532325414	19.271520281743932	22.7956081627843	19.1416156138547	23.039178194509713	23.001347847282602	22.89383157450433	19.950708264484167	22.611902758185153	22.093467857692705
IGKV3D-20	1	A0A0C4DH25	0.9996	22.73951858338525	23.093855773359735	18.258338532686462	19.54856393567019	24.013721835677327	19.096446296159765	23.391763642835016	23.246458055015466	23.471882825749987	19.56643233635018	23.12219345409598	22.73951858338525
IGKV4-1	2	P06312	0.9986	24.128811387557096	24.090529825174695	19.77992493549742	21.878985725311207	24.609840904676158	20.902613145869918	25.120882480572	24.912551880098274	24.874284633021567	21.627329613279723	24.794300353066582	24.128811387557096
IGLC2	11	P0DOY2	1.0	26.120984657252343	25.861188713641837	22.308090635167744	23.17585630154531	26.56039842348224	22.392479092658107	26.79504225697129	26.815926949416987	26.849723863278488	23.285803251556082	26.70955171841654	26.120984657252343
IGLV1-47	1	P01700	1.0	20.90315088166317	20.858448795243135	17.318756223690638	18.063931435158008	21.16313848902449	17.759945752482206	21.781472949018397	21.901678537086216	21.900041308176643	18.689841993309862	21.43842926763892	20.90315088166317
IGLV1-51	4	P01701	0.9997	23.13643910152511	23.031264067281843	19.932521857585037	20.288460367309302	23.42558327487348	19.77365291425575	23.96991269336653	24.05292569393501	23.851124193153048	20.743345909406727	23.83769756498809	23.13643910152511
IGLV2-11	2	P01706	0.9999	21.225724212601214	20.98456363274427	16.681398576261927	18.18262508949204	22.098181621116407	17.81798656468329	22.230037582754942	22.198882525931403	22.098043224606872	18.62423379137368	21.29421580826341	21.225724212601214
IGLV2-8	1	P01709	0.9995	23.39899660438667	23.644763901548085	19.45331004295868	20.29353383167647	24.325204574063306	20.071816440435295	24.338928555156876	24.246790194383973	24.263856171805173	20.779930562142088	23.296097253099923	23.39899660438667
IGLV3-10	4	A0A075B6K4	1.0	21.952465350853824	21.827577112471754	18.476803385918092	18.643122253928343	22.484674334449483	19.67683897376689	22.681265736629022	22.91464090989612	22.6084028645487	19.465607486329514	22.67629804878782	21.952465350853824
IGLV3-19	3	P01714	1.0	22.318447059827825	21.575726478997755	18.661419307696573	19.08834998154005	23.12714798267193	19.33517952050988	23.093532851018892	23.024988230836044	22.92967766862109	19.82819347678886	23.458489348217572	22.318447059827825
IGLV3-25	1	P01717	0.9968	21.989359571902725	21.61755312922372	NA	18.8886381763359	21.995864904230103	18.873819908913628	22.87323007391838	22.774991327392208	22.81480539395481	19.8461575634624	22.49838675359432	21.989359571902725
IGLV3-9	1	A0A075B6K5	1.0	20.23258636788513	20.054877197495678	16.200365731796296	17.46011280320979	20.61497227710418	17.200642648852565	21.131177095389607	21.33121860639924	21.08872811750219	18.43230934398191	20.696829078798164	20.23258636788513
IGLV7-46	1	A0A075B6I9	0.9998	21.80538505995146	21.77373016866033	16.41047635998201	19.014092105676948	22.197584897052757	17.53938978153853	22.751300512793478	22.888580586472703	22.82386324632985	19.473068283278064	22.091827437934366	21.80538505995146
IGLV8-61	2	A0A075B6I0	1.0	21.202911497523747	20.138219751583417	16.4107560950464	17.679752851893383	21.718757201059525	17.311905985906552	22.12263406816358	21.975361484799272	22.034190091557296	18.79452350459129	22.376830753901235	21.202911497523747
IGSF8	13	Q969P0	1.0	25.488526740415846	25.419263269717412	21.503914155561592	22.87479596827207	26.075015083124114	22.80161516340961	26.507902905642506	26.3801818076577	26.095767476555423	23.138358494802187	25.718641537521446	25.488526740415846
IK	19	Q13123	1.0	23.159470582756832	23.025243704523383	19.0506106995627	19.958171062365988	24.974195415856368	19.78701636236385	23.585969129312954	23.082208323546947	23.376341680185426	19.637817163667645	23.35604058546061	23.159470582756832
IKBIP	12	Q70UQ0	1.0	23.30458716437416	22.979563191716384	18.545401177398897	20.07827108299817	24.97536494362081	19.75542947437761	24.12081356246268	23.79898041780854	23.74882527899178	20.489948342137986	23.283279927281615	23.30458716437416
IKBKB	7	O14920	1.0	22.036675934809793	22.117084336751326	17.20363862387487	18.79024317900584	23.042975278921325	18.704170930583917	22.751343724518595	22.61125138554761	22.649313503904395	19.087225551575397	22.797657918860796	22.036675934809793
IKBKG	4	Q9Y6K9	1.0	21.379685745964583	21.113169507612415	17.08272746639297	18.146565604094754	22.533170221724724	18.853173160732947	22.02170040523809	22.080784451635907	21.971175813727736	18.977490136458922	22.083059886302753	21.379685745964583
IL16	2	Q14005	1.0	21.59323256823719	21.8445827815048	17.425907849067315	18.996338699445225	22.463645175915325	18.45622046082849	22.016939847705146	21.876282783657413	22.71864066643227	18.34403861011817	22.104573836009514	21.59323256823719
IL17RA	1	Q96F46	1.0	19.327469015771797	19.19985060349891	16.077404987068153	16.66169865999316	20.80983128080445	16.91393918327432	19.761509473385512	19.78682590287308	20.01350695042712	16.882789825821632	19.72988781585716	19.327469015771797
IL1R1	1	P14778	0.9977	18.215965757478372	18.17264484178972	14.347144881701993	15.516731915170338	18.876191141633097	15.048112126356552	19.21956052487104	19.130837752988928	18.952070321018258	15.077063467908253	18.748000574870627	18.215965757478372
IL1RAP	5	Q9NPH3	1.0	21.73005805822545	21.85799694462864	17.58271698314882	18.795252074206697	23.230883524429093	18.708828984195936	22.149248126597232	21.890742746450798	22.109258843713896	18.754971668712688	22.722155497253386	21.73005805822545
IL1RN	2	P18510	0.9841	19.643852867691475	20.078610968599197	15.682233714322871	16.867866329151575	20.409982936887996	16.621789579735456	20.25579794393275	20.356768582485252	20.31290224607182	16.83838672482946	20.340208531778053	19.643852867691475
IL33	2	O95760	1.0	20.398190991300904	21.084511322590455	16.20500803963115	17.833454178375746	21.01689166320729	17.158215729899865	20.28578993068786	20.16494070068233	21.375975434983644	15.957287817235956	21.814094464671676	20.398190991300904
IL6ST	4	P40189	0.9999	21.047156128517436	21.27717886800138	16.840026492594248	18.23360363432091	21.839968666251426	17.99606405660916	21.850594905827396	21.750809344115925	22.00172150958924	18.26234816582633	21.450427619733166	21.047156128517436
ILF2	30	Q12905	1.0	26.119021866358313	26.24660260623217	21.77213159758742	23.151710459318686	27.65751427720587	22.797243536724338	26.633867188765294	26.65643636489935	26.515321739952046	23.280124012582494	26.25221968767058	26.119021866358313
ILF3	64	Q12906	1.0	26.675966342080184	26.65024267629128	22.759136564434545	23.705536303179954	28.199370583246452	23.57948722267503	27.20141843249616	27.157439303382183	26.96412813186251	23.61898103375649	26.867935883242403	26.675966342080184
ILK	47	Q13418	1.0	25.219257770884024	25.471229277225124	20.981770500412	22.756792255505502	25.534704429183684	22.07407037503657	25.467961177978253	25.583827751290833	26.00770311964534	22.143945238927916	26.52441309096055	25.219257770884024
ILKAP	5	Q9H0C8	1.0	24.17309702096979	24.596973779947923	19.758200200050712	21.890778678907985	25.0318448334701	20.62802120576623	24.675502058312297	24.762195011602675	24.565089361614767	21.674059979348957	25.21271697098789	24.17309702096979
ILRUN	1	Q9H6K1	1.0	19.72513020188538	20.147404617723193	16.503612855771536	17.377511049201946	21.275451916775957	16.774994214425377	20.091072549436046	19.659283676995024	19.958053224220293	16.673723230034597	20.53916183019351	19.72513020188538
ILVBL	34	A1L0T0	1.0	24.755734420840703	25.053660204990496	20.79932358035557	21.876008526235804	25.641787287601716	21.828004529674057	25.051649062434652	24.951807619911325	25.7147164526466	21.630675197381517	25.32925679823781	24.755734420840703
IMMP1L	1	Q96LU5	0.9996	21.35048720154559	21.734771887199777	17.420004204438474	18.974008932845866	22.450218219093383	17.70759827157303	22.335186650117382	21.687692844927703	22.05536349451774	18.434486616262838	21.62396135389136	21.35048720154559
IMMP2L	1	Q96T52	0.9995	19.081452585041564	19.33845172054448	15.460683383210759	16.089553675688446	20.322441132593692	16.26238252633644	20.01871295631842	19.511694149839194	19.450488542149042	15.795377608448486	19.603865462566183	19.081452585041564
IMMT	98	Q16891	1.0	28.08672035225308	28.0398480982556	23.949440908952436	25.23025959404714	29.57681971544138	24.89193777969946	28.661676504408923	28.301941148014112	28.661792298584604	24.920672231517933	28.373059582739153	28.08672035225308
IMP3	3	Q9NV31	0.9999	21.570955330336584	21.79892966109103	17.461978488621135	18.778828267961092	22.62490240345495	18.905132393210017	21.899533543578542	21.7896428320748	22.576707961936137	18.60836158437744	21.963278609534864	21.570955330336584
IMP4	12	Q96G21	1.0	22.48538546474978	22.40002656820808	18.57428305532994	19.36607068131374	24.206683158178805	19.55557167242406	23.093435154660046	22.72944163907886	22.78362513690166	20.032884843079394	22.904542809141162	22.48538546474978
IMPA1	8	P29218	1.0	23.61402276076285	23.933666664614925	19.421583196957233	21.052271196360774	24.629526021005706	20.078353954559493	24.285233489031796	24.577844732685325	23.95153780308951	21.051077173400085	23.817486696056662	23.61402276076285
IMPA2	3	O14732	1.0	21.311286709157834	20.953785004594963	17.211835510273033	18.25076812645521	22.1133922977571	18.498665768670726	22.278327203379988	22.680644147330625	21.743111333312	18.908108623772044	21.053558522659802	21.311286709157834
IMPACT	3	Q9P2X3	1.0	21.630573252637816	22.253716708695237	18.443885132152136	19.334320514824217	22.783700018680086	19.326397193291115	22.27204310585968	22.10916043554616	22.20279529188632	18.74594969348308	21.885869789066014	21.630573252637816
IMPAD1	13	Q9NX62	1.0	25.185646393165246	24.186096235123603	20.9051150171548	21.78422416098371	26.10928456670237	21.90957042154619	26.383770448002313	26.483554004914524	25.0591572713443	23.080347937509103	24.986141676143138	25.185646393165246
IMPDH1	1	P20839	0.9928	16.40892082416089	16.21278624131891	10.48091902955115	12.528940094982007	17.449382307113794	12.369507209978543	17.403875477595538	17.365239106883706	17.31719722664131	12.649486494967507	16.466965253862508	NA
IMPDH2	32	P12268	1.0	26.59224980667034	26.510384414814812	22.383541530924074	23.781760900888813	28.177820943754718	22.975759817236522	26.994755961752336	26.72963759031954	26.869070377344922	23.13216275945887	26.976367550799207	26.59224980667034
INF2	26	Q27J81	1.0	23.854505190152857	24.293375874936373	20.30011001429202	21.300639870674885	24.86033992173376	21.037727532251775	24.011030125564673	23.863250643969298	24.474769224406224	20.798531862459203	24.845402165167215	23.854505190152857
ING1	1	Q9UK53	0.9884	19.192914143159715	18.638619224268115	15.802470104526703	15.616504849466107	21.087351022278945	15.387088364506393	19.68049744047412	19.608239446266357	19.378769870540072	16.521431110841075	19.59388544094369	19.192914143159715
ING4	3	Q9UNL4	0.9999	22.879136786471932	22.383489874189088	18.959355568027608	19.74533635056285	24.898873667974428	20.414251505376857	23.58712673163242	22.992865374264895	23.03351592835786	19.50127948177044	22.828476176553725	22.879136786471932
ING5	1	Q8WYH8	0.9985	20.679032530467463	20.26640275163803	16.621796652455345	18.396682456120445	22.444912636968116	17.976569710844892	21.363914614560258	21.065759970512488	20.87538786387674	18.649926490230825	20.846222494722603	20.679032530467463
INHBC	1	P55103	0.9948	20.520826349044295	20.68349223157122	16.053833740231454	18.078251596148267	21.361728429212505	16.487387638077443	20.724238941633253	20.511821729010027	21.737627684610015	16.766334402633817	21.694361524196882	20.520826349044295
INHBE	4	P58166	1.0	23.60783105314757	23.32368035875244	19.775460478296804	20.26684907971473	24.354776580785554	20.449206706984956	23.746420852108546	23.582236845589936	24.783175392441947	19.938268278119356	24.94986601601691	23.60783105314757
INIP	1	Q9NRY2	0.9872	18.330222114585215	18.546133013740974	13.883563548785759	15.487469014948502	20.217238856347745	14.45112373238156	18.41494504931508	18.09948057286559	18.5992643707483	14.098656309092473	19.109044553167507	18.330222114585215
INPP1	6	P49441	1.0	21.990498005294903	22.425883971458305	17.585157476413446	19.656969207594564	22.783006845776686	18.527671406105966	22.366021275802968	22.83638000364043	22.62251425737251	18.941478598401577	22.802499882094008	21.990498005294903
INPP4A	2	Q96PE3	0.9981	21.26861605853841	21.479186675442612	18.15368921428852	18.372330047083068	22.34418704886452	18.72940556239658	21.800501119064812	21.849816830156495	21.96203599381494	18.505753091560187	21.8757141443962	21.26861605853841
INPP5A	5	Q14642	1.0	21.080791065742233	20.942239840101994	17.332657652599917	18.004965628773	22.033236802198573	18.049565192418893	21.507421145045164	21.406143212650203	21.977761325844053	17.86958615169458	22.135981202276614	21.080791065742233
INPP5B	1	P32019	0.9859	16.40892082416089	16.328325348692715	13.012442933202502	14.07088317942021	17.59422743501328	13.0438728742209	17.25945858437606	17.03392588071801	16.81129221680345	13.824767574281823	17.047309099491084	NA
INPP5D	4	Q92835	1.0	21.392083435926455	21.560352874275807	17.40621714208038	18.64779917737442	21.786280615749284	18.43781598863024	21.978522662017063	22.147297565442937	22.200145363139164	18.5731749397434	22.41444909198489	21.392083435926455
INPP5K	3	Q9BT40	1.0	22.605084269187596	22.459142882004805	19.351719220061593	20.185987389498706	23.98028542440063	20.20934559246617	23.33304740097231	22.900757142598966	23.311591745522495	19.82950859797431	23.31778322851665	22.605084269187596
INPPL1	11	O15357	1.0	21.581245434368395	21.6083343886019	17.8614770717449	18.717819142843066	23.07151713619099	18.447648021893958	22.0639392734199	21.967098064554396	21.936533784041096	18.439067235664556	22.092875492449718	21.581245434368395
INSR	27	P06213	1.0	23.65167793736608	23.898788548601996	19.78580386402644	20.951342917099186	24.943891284137152	20.92929802745091	24.243511117056972	24.016187098283446	24.18410797467666	20.541557367524124	24.069270352590816	23.65167793736608
INTS1	7	Q8N201	1.0	22.232385020629906	22.28140996510051	18.947440092083337	19.434731017021694	23.423269358392098	19.72079244115187	22.730702443907965	22.555880927077855	22.65446848911899	19.278509736183068	22.58688633481168	22.232385020629906
INTS10	4	Q9NVR2	1.0	20.53104659585936	20.644023006364332	16.595831501010156	17.74345395389385	21.52898261468396	17.23720877572882	21.03728236210946	20.990192235252124	21.315436165017438	17.570130378545713	21.058523373451507	20.53104659585936
INTS11	2	Q5TA45	1.0	20.977376698291643	21.07054866580478	17.88742041591398	18.19674222464875	22.05873795443263	18.13159757549647	21.279995438363958	21.404582323215237	21.527406763323533	18.13003531759793	21.762034426830237	20.977376698291643
INTS12	3	Q96CB8	1.0	22.020588557138247	21.968023487209603	17.716949267838984	19.201299151032707	23.784244678856126	18.864210901456374	22.674856704474447	22.342713221274867	22.413073209866823	19.189852878986517	22.38531850099639	22.020588557138247
INTS13	7	Q9NVM9	1.0	22.491760457593237	22.36076191102505	18.511190497187616	19.506493191788532	24.088693866491607	19.566224607998702	23.055755981247817	22.942190313830377	22.712399945678136	19.279020875879315	23.008770162598886	22.491760457593237
INTS14	3	Q96SY0	1.0	21.727237427734604	21.793080151485505	17.84931755802028	18.718041279575726	23.12052428462217	18.474299636316044	22.29058148335322	22.117869530708596	22.253636520341733	18.55320953226469	22.081847925110676	21.727237427734604
INTS2	4	Q9H0H0	1.0	21.046540351401696	21.152125263915558	16.707297611314328	18.13407091520502	22.165090919318324	18.075644745019087	21.766367783917087	21.718408431702294	21.702515734322244	18.023441944972383	21.61987571424236	21.046540351401696
INTS3	6	Q68E01	1.0	22.472630175647346	22.3613451793328	18.54497627295773	19.54982941887523	24.200578482831602	19.586583483114786	23.049775000180034	22.971003823905207	22.705780044532208	19.644252426882574	22.82653261262591	22.472630175647346
INTS4	4	Q96HW7	1.0	21.862664513291577	21.748436228748577	18.094174645804014	18.944171897980027	23.09509096927601	18.94675046863995	22.383032322583766	22.23324243765553	22.202242778070655	18.622255685563232	22.328577812162663	21.862664513291577
INTS5	4	Q6P9B9	1.0	21.876006426110724	21.970616134194643	17.8824563074098	18.558430022546684	23.082830831348513	19.614799541664176	22.557256074212475	22.513311257485793	22.440764231499603	18.74214217772119	22.369056791859403	21.876006426110724
INTS6	4	Q9UL03	1.0	21.559506225886544	21.40906721702086	17.77203560800267	18.363662949492603	22.995245764666677	18.319886672984154	22.073224475056275	21.9627454558498	22.175414621636882	18.62136055037761	21.97819000753167	21.559506225886544
INTS7	4	Q9NVH2	1.0	21.053471489855813	20.857021449079152	16.601316601959706	17.938946132412074	22.483405038707943	18.072548193954866	21.512170097437227	21.392130489575823	21.430998276382745	17.55539801271849	21.634837089270814	21.053471489855813
INTS8	6	Q75QN2	0.9992	21.56525058030892	21.450534241391583	17.472512608935965	18.67313027073464	23.071601304620145	18.10087178329187	22.023251678530016	21.976626137409085	22.037293133651332	18.629896949505735	21.901412565130972	21.56525058030892
INTS9	2	Q9NV88	0.999	20.60689732138273	20.523354463297924	15.863745797197273	17.730261201686698	22.15397231003673	16.64031805887889	21.266398275474756	21.16315856417552	21.114106782696926	17.612096325802067	20.976796365467646	20.60689732138273
IP6K1	2	Q92551	1.0	20.31028540891785	20.305684957222525	16.48893915956239	17.47189238739553	22.19623179000059	16.763336116418106	20.784355410382716	20.325975393831104	20.368197392935993	16.85584309461504	20.829601145013044	20.31028540891785
IPO11	1	Q9UI26	0.9998	17.975457060668795	18.397497321864584	14.598833389103524	15.590556925888627	19.28552956203656	14.776772224558268	18.564005735655833	18.375011830885818	18.514919323834242	15.21424495672628	18.41929534799676	17.975457060668795
IPO4	11	Q8TEX9	1.0	22.579899781291434	22.409221866756273	18.75555416420851	19.64208918768728	24.224392672121407	19.528482420743934	23.102746257988656	22.947710478082694	22.735995911307235	20.029209244302944	22.94708537279234	22.579899781291434
IPO5	35	O00410	1.0	23.857186847074228	23.8293180695417	19.935743481742207	20.933373457531136	25.245828199751944	20.768479196005977	24.242508333445038	24.158694621277455	24.00899713170203	20.924903894900837	24.483714626240445	23.857186847074228
IPO7	17	O95373	1.0	23.527027332069768	23.649657820915742	19.802124014024983	20.824291502951294	24.822470305269526	20.317270922498448	23.99254747070256	23.979148837509342	23.822010370612315	20.501761973158843	24.282820294086456	23.527027332069768
IPO8	4	O15397	0.9999	20.595700209097302	20.689220720518037	16.490380612722532	17.85511559425207	21.86482652214957	17.362415495759237	21.209506825316993	21.28549719468679	21.04474781622451	17.57902797567004	21.07138840011219	20.595700209097302
IPO9	16	Q96P70	1.0	25.022219902098612	25.106450672440854	20.785178035254173	22.210852139681652	26.54727826236219	21.575925755241002	25.528498466375087	25.504681696033728	25.17933171610052	21.904588558925376	25.46818242994945	25.022219902098612
IQGAP1	94	P46940	1.0	25.421776837117665	25.558086507980793	21.179679304941537	22.71512742981467	26.111547558105865	21.959045758667482	25.85507903399307	25.908892559573427	26.142297160239508	22.380278889990247	26.443865129570693	25.421776837117665
IQGAP2	255	Q13576	1.0	27.612607365138267	27.943493202876628	23.28304358815661	25.1171360929128	27.921865659997376	24.36784308740463	28.045475165175027	28.101027644558	28.366623743589045	24.688936144598607	28.533155262878328	27.612607365138267
IQSEC1	16	Q6DN90	1.0	23.000795778734474	23.25497693316188	18.68621322237499	20.469466774103406	24.1663735157034	19.89687948134105	23.501240409535896	23.319091174044672	23.608561278745107	19.786525508802736	23.834471789543038	23.000795778734474
IRAK1	4	P51617	0.9999	21.880821285457227	21.837614138382392	18.15059195766251	18.950654859151857	22.79103130556528	18.558552232352405	22.86588360603959	22.665203147585647	22.183917886503753	19.146238369544935	22.175561754274288	21.880821285457227
IRAK4	4	Q9NWZ3	0.9996	22.14099271053154	22.087150941070046	18.245049112892215	19.106353085955643	23.27448034359439	18.734500724166942	22.54384398731252	22.669693994289034	22.43254674775839	19.71240832210165	22.95012416081255	22.14099271053154
IREB2	4	P48200	1.0	21.394110312164457	21.42718717580871	17.86999556044174	18.730655275996185	22.75511560589588	18.46764605269486	21.893660472924473	21.808129912820235	21.734844527347	18.583215437619568	22.003167541719613	21.394110312164457
IRF2	2	P14316	0.9941	20.74958999664386	20.535106292666597	16.217223338200114	17.84919015441971	22.349560272004485	17.472513789588092	21.508551328701184	21.286526667398913	21.110543548213393	18.0666472357185	21.021742665588548	20.74958999664386
IRF2BP1	8	Q8IU81	1.0	21.74143107562603	21.50800007544522	17.601686572919025	18.563567397436028	23.089006319282117	18.57138674017346	22.082180695539833	22.105739975723193	22.03886047198833	18.381804384805044	22.161655535081657	21.74143107562603
IRF2BP2	4	Q7Z5L9	1.0	23.078468336967475	22.917863079846143	19.267001524120733	20.20408522766149	24.804681972426362	19.96132866668892	23.76216123377428	23.355428729968736	23.052988801838485	20.300423061258968	23.225331591329603	23.078468336967475
IRF2BPL	1	Q9H1B7	1.0	18.740680186078457	18.92345669147748	14.650228496281635	16.235532394191715	20.20128598097341	16.045320767454378	19.250074339088687	19.181758532397588	19.198400741385996	16.298282869361508	19.2106058426269	18.740680186078457
IRF3	1	Q14653	0.9649	19.68426127321563	19.99520089464971	16.544540386042144	17.647779270450492	20.234707230710736	16.867570287419543	20.06031859511648	20.295457063795446	19.94391002173511	17.839252938428956	21.003263655102817	19.68426127321563
IRF6	3	O14896	0.9999	21.628700181173585	22.04554838067966	18.34306389355823	19.326586464536614	22.767619979552354	18.57309468331706	21.91913451208539	22.07144403346427	22.246631104777602	18.37876962050936	22.619947156207395	21.628700181173585
IRF9	7	Q00978	1.0	24.283954587135966	24.285862298377378	20.723771769136174	21.802196178690444	25.402564821030715	21.131533958121246	25.255111293377986	25.314138109552182	24.48204887409127	22.088376203295923	24.400748491260046	24.283954587135966
IRGQ	8	Q8WZA9	1.0	22.35406466168472	22.60489842835892	18.567212022843027	19.739841723225148	22.82239012917695	19.134647118566242	22.512308385382717	22.78666329584398	22.677540752478503	19.387309211887544	23.91653728015802	22.35406466168472
IRS1	7	P35568	1.0	22.291560381461878	22.669946330262327	18.16604643263048	19.66367550548823	23.319422820287716	19.345437576562855	22.711467212555853	22.946114746192237	22.857564134716554	19.168620231133232	22.898657795336632	22.291560381461878
IRS2	5	Q9Y4H2	1.0	22.363071260946565	22.043945435785904	18.35297126160465	19.019168154869085	24.174831185678443	18.980419487411293	23.115562309373686	22.83499976207688	22.48931845634103	19.23056762903917	22.414365111926493	22.363071260946565
ISCA1	2	Q9BUE6	1.0	21.474572102212004	21.827226467208828	17.62856005952357	19.07732460847561	22.48648291100785	17.68090930927262	22.06494273285355	22.01941792933794	22.27122562195126	18.42884442971418	22.091675897526645	21.474572102212004
ISCA2	3	Q86U28	1.0	21.799023533425704	21.986013761740242	18.46792863775864	19.281355635762875	23.039779777549963	18.80508070018939	22.59285371220994	22.37460834330554	22.23714742120431	19.295639033665548	22.39660267117409	21.799023533425704
ISCU	6	Q9H1K1	1.0	23.4114130908158	23.432361961814586	19.386608712221147	20.866220346950403	24.5963885535877	20.60907019248296	23.939929303925997	23.752530353105726	24.0270668695602	20.483300777859956	24.184980957564928	23.4114130908158
ISG15	23	P05161	1.0	27.377768288740935	27.248329971001294	23.111845528154323	24.51032873690945	27.21959216496747	24.09043628948515	28.68180846772999	28.791436171432817	27.178071807489307	25.26041970498654	26.86975385012516	27.377768288740935
ISG20	1	Q96AZ6	0.9962	20.585708108176807	20.047833066587025	17.825128755567054	17.847770150266797	21.32132111052371	19.67210293754913	21.351758271076005	21.692652247796875	20.637271229386588	19.842980660338025	20.996371991961894	20.585708108176807
ISG20L2	1	Q9H9L3	0.9976	19.81334152462131	19.48233478961692	15.813018261604983	15.879352892657819	21.24666118985999	16.98922319893459	20.721080384152145	20.66240056916736	20.193895291408104	16.6134572424142	20.01136754999555	19.81334152462131
ISOC1	23	Q96CN7	1.0	27.34350648166651	27.824212469493066	23.140165753698767	24.872111887041324	28.07655944793137	24.05467970064627	27.891896189773167	27.99891336621009	27.805492018163044	24.655850198615603	27.84128465993411	27.34350648166651
ISOC2	6	Q96AB3	1.0	22.06662300797483	22.177869875254807	17.92698626493864	18.88440217826653	22.676947838953467	18.597662645487098	22.588385826073136	22.778247013285807	22.954701340377518	19.155711015835664	22.596216010794002	22.06662300797483
IST1	11	P53990	1.0	23.911365653362438	24.00785265969673	19.440128369296108	21.17747120567271	25.067036012892757	20.45058709229701	24.428989249906223	24.344413322425844	24.515828715187872	20.96888077222011	24.845180060257537	23.911365653362438
ISY1	7	Q9ULR0	1.0	22.061893098361555	21.808618498462643	18.012346149681655	18.790801663516625	23.78082380383785	18.740967936356764	22.743404045863105	22.398262922757752	22.527901139854055	18.948748396855965	22.399039484758287	22.061893098361555
ISYNA1	3	Q9NPH2	0.9999	21.058904996086817	21.539056234411483	17.09446884420346	18.961892683972927	22.385997693916163	18.223702476861746	21.411784845925677	21.359829389951184	21.72642743689345	17.849101501747814	21.543369364737536	21.058904996086817
ITCH	16	Q96J02	1.0	22.765321052670252	22.993470587895494	18.96948201323712	20.02707884418419	23.876399018492766	19.85509842714694	23.147132541616738	23.103967807643322	23.49076378521233	19.695529625628144	23.52829631688291	22.765321052670252
ITFG1	4	Q8TB96	1.0	21.98009375337713	21.90662118558343	17.915527744372973	19.15288541466724	23.177903947625943	18.93930570458403	22.744839383164216	22.42538629301443	22.722347913015284	19.455014890564783	22.42600578407515	21.98009375337713
ITGA1	50	P56199	1.0	25.924697727611772	26.36798475633184	21.90370102950446	23.528248812811114	26.637328118923286	22.790991365369653	26.22585076067454	25.90301202099838	26.87181702247758	22.422585568154556	26.90393227914831	25.924697727611772
ITGA2	16	P17301	1.0	23.58746070250778	23.3009004745265	19.36055035862546	20.023239279235213	24.098330243856577	20.326156558572883	24.795778401793754	24.905095005399538	23.681664876287474	21.334986514919773	23.457064191447614	23.58746070250778
ITGA2B	4	P08514	1.0	21.817142064067376	21.424286702407553	17.536198668735185	18.243100376931206	22.422174535653213	18.29469596911868	21.80679025378072	21.680114125121108	22.280612100356414	18.04513678067019	23.63411489546147	21.817142064067376
ITGA4	4	P13612	1.0	21.00935264835417	21.187627931098078	16.647501680079934	18.396342513760704	21.662444887042387	17.619386489808818	21.513899601382544	21.63861559699829	21.866713819829137	18.283608567759444	21.95926312964138	21.00935264835417
ITGA5	12	P08648	1.0	22.8942386123672	23.197818521756883	18.8918332163716	20.040955621420363	24.078197885975566	19.968960186256215	23.26355300451234	23.113578757228694	23.643622423106688	19.475868580484605	23.479776250083773	22.8942386123672
ITGA6	22	P23229	1.0	23.48490083068365	22.983488257943378	19.191695199313433	20.029903839353885	25.00740152102798	20.130522682663393	24.45478548239902	24.22016555773436	23.67442666493006	20.874224956633732	23.4378129532091	23.48490083068365
ITGA9	5	Q13797	1.0	23.682658275607793	23.79462983267178	19.958762710451776	20.968514420888365	23.813729646856064	20.958590960418956	23.848033176961522	23.68786443015724	24.992570736811405	20.144157241407026	24.96371307732262	23.682658275607793
ITGAL	5	P20701	1.0	20.075235788509755	20.14266301025317	15.20600837945876	17.077380302630925	20.63511106106498	16.42261245460961	20.734410035139035	20.780437482840128	20.846512011374834	17.514187356355404	20.63160392665297	20.075235788509755
ITGAM	9	P11215	1.0	22.017599145196378	22.23288847227101	17.20955034362498	19.223694861534167	22.6404741903531	18.389587504557973	22.4618715801864	22.348591792655224	22.73491378758481	18.875684390461192	22.930164486246927	22.017599145196378
ITGAV	20	P06756	1.0	26.151060643221847	26.1362276188143	22.612489800693975	23.32565636325303	27.26284819617279	23.48480146816779	26.689656647671185	26.63118971289561	26.802254939384778	23.454787003980442	26.764042389840593	26.151060643221847
ITGAX	5	P20702	1.0	21.29910603348817	21.372070135072313	17.407166794506097	17.9656644772948	22.092625689920567	18.963631885231532	22.23162787107224	22.234297975625985	21.7358498124031	19.03700488356999	21.960155544251023	21.29910603348817
