Index	NumberPSM	ProteinID	MaxPepProb	ReferenceIntensity	126	127N	127C	128N	128C	129N	129C	130N	130C	131N	RefInt_TMT10_FP18_chimerys
AAR2	6	Q9Y312	1.0	23.07281677551424	22.782850675110065	19.539210931632514	20.194780551646026	24.395483608456697	19.947372287055916	23.483021278026996	23.278517079725376	23.15947384732761	20.13900253532545	24.047905931311192	23.07281677551424
AARS1	87	P49588	1.0	25.487662320560627	25.797474376688683	21.097078256281222	22.954306563312418	26.20020658299871	22.163459493055043	26.04740084353881	26.255042728753363	25.704354037409587	22.861730790172842	26.35410800247793	25.487662320560627
AARS2	31	Q5JTZ9	1.0	23.92582808733064	23.804827585518016	19.991298919382253	21.069054485695617	25.397315599999065	20.955770451488007	24.672552520208008	24.49343119858139	24.100748844821247	21.21553962696646	24.28148400530683	23.92582808733064
AARSD1	17	Q9BTE6	1.0	24.236964868558964	24.38712213489822	20.5024998112165	21.451093391920377	25.87675892574694	21.19107717778658	24.65828308039928	24.393704477360114	24.437298327765557	21.228594239148084	24.702703210799257	24.236964868558964
AASDHPPT	7	Q9NRN7	1.0	23.01398386666839	23.48678202319308	19.01395113651574	20.673817457509937	23.666669489056563	20.191067981241744	23.442499373157837	23.694484453853068	23.502726181795587	20.535288774335196	23.941737589298768	23.01398386666839
AASS	80	Q9UDR5	1.0	26.563956806981516	27.347976436776445	22.638808033174673	24.55312185983253	26.662016853225083	23.299286772519082	26.944931995664643	27.083160300851873	27.335974873639604	23.609417060708616	27.446616500185158	26.563956806981516
AATF	7	Q9NY61	1.0	22.32196186563082	22.130675251229377	18.373189177524257	19.11722347211853	24.064666689725293	18.789668168263297	22.89324054812096	22.49333326057514	22.47640811868082	19.283238302984447	22.25570662340582	22.32196186563082
ABAT	137	P80404	1.0	28.568703037432257	29.126085597056598	24.56240260181304	26.27812032801258	28.956161911743724	25.323486937082894	28.90360946943215	28.95808500546464	29.619559439073267	25.480035115876635	28.9792575140379	28.568703037432257
ABCA1	15	O95477	1.0	24.060826749217085	23.999854998428216	19.823060092802628	21.107157194382406	24.868901917978842	21.121077904179398	24.887456410996016	24.731526834065598	24.725756011718296	21.487979651714586	24.553422687512004	24.060826749217085
ABCA6	45	Q8N139	1.0	24.954375927770897	25.369613503159197	20.880832195603286	22.340119068856342	25.212320146870105	21.82779580179795	25.656314531472223	25.698320582468916	25.894766456550155	22.24767106215977	25.543005340230422	24.954375927770897
ABCA8	14	O94911	1.0	22.791952187107924	23.491587332923707	18.669994647118216	20.748424528360275	23.209960670670565	19.475160785684313	23.042803617919972	23.02433242629933	23.75019048190053	19.485375516725377	23.777726390447725	22.791952187107924
ABCB1	30	P08183	1.0	23.775776892261657	24.193890221633417	19.952815485015883	21.37668094612384	24.680566488182492	20.836636871413102	23.920103411606885	23.79780669456133	25.095454357985044	20.55503098667456	24.388095272186984	23.775776892261657
ABCB10	26	Q9NRK6	1.0	24.833462469496034	24.370986566919782	20.608651411752497	21.54923885087285	26.45355241855129	21.72814897597432	25.5456431137305	25.14553171121327	24.9705956434277	21.672172367163753	24.94773887836251	24.833462469496034
ABCB11	46	O95342	1.0	25.043702733176048	25.448387924295464	21.524794755843114	22.79836011627083	24.97312472251153	22.658363364457536	25.69061625408968	25.697206276763776	26.243749989046467	22.263821853682895	25.575147436486855	25.043702733176048
ABCB4	15	P21439	1.0	23.058300055434746	23.42553022843353	18.962892810137376	20.27181800508948	23.400382239815993	20.66907610506776	23.46934110668508	23.449327527155337	24.141654716462174	20.021611506620637	23.93189226137553	23.058300055434746
ABCB6	14	Q9NP58	1.0	22.914086289504674	22.886439542080364	18.976084636174935	20.14019681877143	24.157437324581814	19.770688975053794	23.463936601864066	23.109694735277916	23.58430058002277	20.250620720752618	23.1784524211362	22.914086289504674
ABCB7	32	O75027	1.0	25.44879765797757	25.22623152731418	21.55021315309164	22.496437317566624	26.512215670500133	22.20356264419555	26.12491802825305	26.037814322145817	25.96478308810503	22.756023181613536	25.64735835664673	25.44879765797757
ABCB8	20	Q9NUT2	1.0	24.211641940571745	24.22752890589102	20.60286012560144	21.57934055306941	25.82278157410541	21.827236668762243	24.79607593397944	24.428342194771172	24.724617193253817	21.077470579025576	24.3993682751003	24.211641940571745
ABCC2	32	Q92887	1.0	24.16400514681652	24.667371689727272	20.185471507089638	21.818425258704824	24.487139948694125	20.907323525552357	24.739709889074792	24.794148851073817	25.08450131335986	21.3767512254411	24.73776472676168	24.16400514681652
ABCC3	25	O15438	1.0	23.1005218580808	23.513539094310588	19.8650869457954	20.570519155219344	24.26653156891744	20.609175690058404	23.319899990612207	22.99485511120949	23.980896327553356	20.129584894831066	23.775377075495086	23.1005218580808
ABCC4	12	O15439	1.0	21.5896130377972	20.915110050468517	17.51022252404775	18.1902439140386	23.834689922628968	18.171238845359387	22.048577389263205	21.3571785670289	21.56721270373475	18.02679223855762	21.46385247329466	21.5896130377972
ABCC6	32	O95255	1.0	25.102655623388927	25.450978708855427	21.21187808786597	22.624143090339842	25.63502735898627	22.391687037537295	25.794331128065075	25.719756213353048	25.989574656424463	22.31562603150336	25.818759426699746	25.102655623388927
ABCC9	3	O60706	0.9998	20.587252949735454	20.65761003291187	17.077358388227537	17.606677408647446	21.818689510723125	18.316055788643723	21.16815692427308	21.043743265349796	21.21162896958969	17.632814250192627	21.270785541712808	20.587252949735454
ABCD1	15	P33897	1.0	25.303973818141312	24.91185849309558	21.319364694849675	22.096874981533084	26.129630383195437	21.99677764121907	26.67858751724284	25.98576130623899	25.49753890591858	22.834500436993384	25.095338762581193	25.303973818141312
ABCD3	82	P28288	1.0	28.110649613287986	28.722367455382305	24.314419471781598	25.943755833976187	28.73765210307074	25.154364313008678	28.81989644998388	28.730864552138456	28.805275016229732	25.426221315782946	28.378565887335043	28.110649613287986
ABCD4	7	O14678	1.0	22.77567917791691	23.184072609175864	18.326106730105415	20.2152275718687	23.692277848450125	19.160386630854674	23.29570687506742	23.177292333803614	23.53362239699475	20.021291105334704	23.50128239601735	22.77567917791691
ABCE1	34	P61221	1.0	25.036896474486294	25.325274107162933	20.961073609257117	22.535221479578546	25.87753367619805	21.710419960903298	25.692494867323877	25.775338082533043	25.59256681030025	22.388087444662133	25.405356309057463	25.036896474486294
ABCF1	35	Q8NE71	1.0	24.54971976128465	24.58228001243741	20.65992922141266	21.67693021689684	25.91113346913593	21.44780937144993	25.01630068149334	25.00846132584322	24.879490862587748	21.404499542924444	25.065872848027126	24.54971976128465
ABCF2	9	Q9UG63	1.0	21.865963467325987	22.01167598606614	17.573643445236353	18.862401721802392	22.99003390657238	18.301632149365165	22.56731200905931	22.553661288838896	22.279028739386522	19.187950250976048	22.367758450934943	21.865963467325987
ABCF3	16	Q9NUQ8	1.0	23.55648151852092	23.725290595602782	20.024687897888587	20.99594496059342	24.51885275782195	21.13769174959334	24.182143450941926	24.28276310746639	24.136909931119376	20.96191397134396	24.04885776885928	23.55648151852092
ABCG1	1	P45844	0.9966	20.319826550508356	20.367154061675002	15.782984462935726	17.4774472643095	21.349429250244448	16.541694657289383	20.406927931579204	20.42601305043083	20.502582927442358	16.766796136375564	22.047061491831062	20.319826550508356
ABCG2	1	Q9UNQ0	0.999	19.371621296476984	19.88617387944193	15.961010891760896	16.78111538964194	19.487246735080493	15.765618114579478	20.20087288369276	20.051827651756312	19.740931280424284	16.76515618211824	20.57997853647508	19.371621296476984
ABCG5	2	Q9H222	1.0	20.02563219348069	20.29114432905672	15.705063638176313	17.431515519498507	21.02070001264205	17.077260434882835	20.36355778070809	20.15990881405927	21.21281456225142	16.682157147026683	20.7979043011659	20.02563219348069
ABCG8	5	Q9H221	1.0	21.419778667583476	21.39957626761017	16.632645094225705	18.258808651758294	22.611988545874894	18.794190252044473	21.75848986300506	21.404700368197048	22.44989314566847	18.805106538640747	22.315841707679343	21.419778667583476
ABHD10	26	Q9NUJ1	1.0	24.64713713508803	25.237447289455098	20.360632275335522	22.313191123991032	25.5986735076222	21.240371188488236	25.182928323421375	25.172005484068535	25.205837907247343	21.89100937293599	25.073751142639253	24.64713713508803
ABHD11	10	Q8NFV4	1.0	24.267716355662024	24.440095797121273	19.957290596954497	21.57497598502612	25.84747799556104	21.181807258784556	24.63235211880901	24.43874420630363	24.627659691180604	20.98639632237934	25.009301868050052	24.267716355662024
ABHD12	9	Q8N2K0	1.0	23.16246449428232	23.110825681623812	19.47809299938911	20.081720673455315	24.515243699262594	20.16830113747888	23.6699615634693	23.552541009444713	23.623757902824277	19.972752614257036	23.454476407761355	23.16246449428232
ABHD13	3	Q7L211	0.9996	20.15054683514697	20.053614925788317	15.764164795195178	17.01942455369134	21.5848957208743	17.068003732340344	20.715221337326362	20.540716655647334	20.466729561560005	16.55035132529491	20.533549410340672	20.15054683514697
ABHD14B	31	Q96IU4	1.0	27.36955615286174	27.77199476335858	23.500618120620285	24.73839977536135	27.778613011180525	24.251794343331262	27.713925582588693	27.932038742630173	27.810669339985132	24.399439216846574	28.33895402787885	27.36955615286174
ABHD15	6	Q6UXT9	1.0	22.460073945955077	23.162748012377786	19.402658632419502	20.654948581021785	23.089723069077976	20.485582354561632	22.538421700040743	22.41807828572874	23.40062917335104	19.338797995538005	23.55777860169188	22.460073945955077
ABHD16A	25	O95870	1.0	24.77428335050493	24.664825761005194	20.627830383602554	21.796371177688762	25.796842805024056	21.869754251037754	25.57022083004966	25.544234809522685	25.34276177301916	21.93016349680884	25.149391133333243	24.77428335050493
ABHD17B	1	Q5VST6	0.984	19.125582705258534	19.335185061413537	15.418978153837177	16.999578192661616	20.2839909630091	16.587145372047093	19.515570048391574	19.745893356573458	19.433562825898566	16.1617879957264	20.066664115722833	19.125582705258534
ABHD18	1	Q0P651	0.9945	19.111861352529584	19.24686542147693	15.838310529376908	16.418726647957154	20.327979366344547	17.103308598672662	19.809412198687976	19.82338691724105	19.556118009812657	15.952526544239353	19.534428401591757	19.111861352529584
ABHD2	5	P08910	1.0	22.415886154228065	22.940889024170275	18.321653775643664	20.21681969443782	22.603377000364883	18.903913668184533	22.49172646085999	22.551421301213757	23.274637866568387	18.978609446031637	23.311753284222632	22.415886154228065
ABHD3	4	Q8WU67	1.0	22.347276085826195	22.423385816560646	18.810359475914375	19.542994453043583	23.612584273583728	19.70116030183047	22.882040063709887	22.775137344826458	22.8908456088957	19.60145338601067	22.73497718492612	22.347276085826195
ABHD4	4	Q8TB40	1.0	20.550483471218023	20.650265839706083	16.672046696868133	17.785874269953478	21.548684745607964	17.59004345482297	21.491867522038508	21.443082678935024	20.989051010323077	17.738736027532557	20.924339531426014	20.550483471218023
ABHD5	1	Q8WTS1	0.9995	18.39508031607905	19.022247127901377	14.905377949771033	15.182423547971673	19.37878424106566	15.669869507209707	18.73928908784835	18.760353226010302	19.33461786109179	14.926836079159447	19.040292727366047	18.39508031607905
ABHD6	14	Q9BV23	1.0	22.925457349203313	23.165960205007273	18.62438263156896	20.359011581315944	23.4444706838183	19.651051349096598	23.432924351290932	23.5101931569447	23.899928688539447	20.094532141617854	23.551984028857603	22.925457349203313
ABI1	5	Q8IZP0	1.0	22.983017716085733	22.933107998799805	18.531143763558536	20.159478330031327	24.004226585419442	19.665180193231766	23.62898493854218	23.658458121056267	23.562779614345352	20.149757510955464	23.798357387834557	22.983017716085733
ABI2	1	Q9NYB9	0.9852	20.258014922519312	20.42942394840098	16.488283373379282	17.536477402995434	21.728229662118466	17.036271185042008	20.944781647988837	20.422052812251497	20.90402979924429	16.990997073118915	20.7145914214162	20.258014922519312
ABI3	2	Q9P2A4	1.0	21.928538260733774	22.09796105327207	18.196261615994715	19.261613335549644	22.550471764124428	19.67164847776596	22.532125108705372	22.50409079319911	22.532170851672504	19.244115952438847	22.676717384656747	21.928538260733774
ABLIM1	16	O14639	1.0	23.37252930735443	23.52365527067551	19.158679266478998	20.580221177657382	24.494525762643644	20.19141634827395	23.847625098770337	23.7910390651923	24.017936071072224	20.56081455980425	23.926983603950827	23.37252930735443
ABLIM3	5	O94929	1.0	22.491633119655944	23.09858310883078	19.375951432827083	20.124407727893534	23.518831059018325	21.21636857303976	22.579644483701994	22.194424618092185	23.427668524285895	19.097780288352414	23.231786728271874	22.491633119655944
ABR	1	Q12979	1.0	20.919043173400144	21.258210096676557	17.33133475623792	18.03114623893296	21.664602441637925	18.49494717710095	21.343678887556354	21.599826666510314	21.684394885938055	17.845477179263348	21.837379542610073	20.919043173400144
ABRAXAS2	9	Q15018	1.0	22.64337008366676	22.80693762659975	19.082456216425008	19.797586941146545	23.684955341236446	20.282596795774698	23.163353755566643	23.41122210760861	23.19685966630022	19.933141978701272	22.8474796128976	22.64337008366676
ABT1	2	Q9ULW3	0.9995	20.51727032739552	20.190428212448012	16.23325555304633	17.571611005835233	22.351784177052902	17.047897764611548	21.214715566764554	20.850089323732604	20.635647748496798	17.707630546387726	20.68025694386639	20.51727032739552
ACAA1	116	P09110	1.0	28.521331334937244	29.156582541297656	24.49085838050817	26.211358500951768	28.81427393385129	25.184033215680895	28.82296798613776	28.92794516668323	29.337408563908152	25.40336377561161	28.922918108796118	28.521331334937244
ACAA2	251	P42765	1.0	29.50810759337296	30.148810847982848	25.722478492644566	27.315182544732316	30.386811366127105	26.392028420566568	29.443349624675555	29.248076349402407	30.37351330981019	26.023362510099933	30.16232530568482	29.50810759337296
ACACA	89	Q13085	1.0	25.9435113378971	25.89686898938215	21.760461808987415	23.049778916531725	27.42197315257384	22.762273382680757	26.440629026123826	26.345635356726078	26.30426367345072	23.02119135358236	26.513785071680243	25.9435113378971
ACACB	66	O00763	1.0	24.536553988984053	24.82978298385129	20.43259354172555	21.940749332678447	25.311586038983503	21.44531433570899	24.483082555855304	24.376873813488654	25.3588401334744	21.086114581601954	25.713940960478485	24.536553988984053
ACAD10	36	Q6JQN1	1.0	24.479896814070177	24.921902197507055	20.99001634218889	22.146926094030203	25.51594186121377	21.36603074312228	24.875598995572602	24.79553182146393	25.086225700338147	21.422470843476496	25.245624643408725	24.479896814070177
ACAD11	78	Q709F0	1.0	27.365437462103266	28.2603110626403	23.745362977996145	25.442923657592832	27.593102252323746	24.373290925597864	28.014464669579787	27.928202848326528	27.798059793101633	24.523985411968262	27.961972183881475	27.365437462103266
ACAD8	10	Q9UKU7	1.0	23.885858021496173	24.549400380067414	20.19611216630957	21.408296505835917	24.69153010977679	20.791210254203587	24.394200609811875	24.495107279347994	24.634553000431392	21.151996321113256	24.306026616688747	23.885858021496173
ACAD9	28	Q9H845	1.0	25.321624572994736	25.592864085558073	20.910696467739996	22.907522354398587	26.67187541639798	21.937966323696994	25.812118516800304	25.599154250786974	25.963805859663292	22.105572093786222	25.816946616006536	25.321624572994736
ACADL	8	P28330	1.0	22.170451068197448	23.169632005192035	18.227092572779405	20.410666878528186	22.562922051142323	19.103818763327997	22.44592662990329	22.306640383949563	23.140837264888606	18.586770537101998	22.762764326633476	22.170451068197448
ACADM	56	P11310	1.0	28.04835570377554	28.977580999451572	23.869843079770963	26.37887182964219	28.492130849196382	24.713265664180923	27.876386663488898	27.81848348954809	29.05812119951769	24.63599682387672	28.93827436827783	28.04835570377554
ACADS	58	P16219	1.0	27.24224290906502	28.10331844402728	23.343520252539797	25.231633635738543	27.756172951803876	23.635802082413594	27.242497491627354	27.160540837026154	28.202329595393763	23.661497065316045	28.19190086717612	27.24224290906502
ACADSB	88	P45954	1.0	29.002439628520555	29.069147662192652	24.779677610884384	26.20900589591524	30.29035065295856	25.42709952116462	29.158244511229412	28.77429536563116	29.82899745050081	25.243868251090017	29.61942438544073	29.002439628520555
ACADVL	122	P49748	1.0	28.531272025706645	29.134555343330376	24.86074294595298	26.2377145923824	29.11925248061989	25.615229918094442	28.758726719366855	28.794204492851353	29.572305990694836	25.467795112293867	29.148728412830444	28.531272025706645
ACAP2	8	Q15057	1.0	22.98157271674868	23.38883822729804	19.365364205317963	20.095668674846124	23.80504335441173	19.75652995753802	23.45456719203274	23.507152994407228	23.616211322516037	20.010840144682636	23.815210813055042	22.98157271674868
ACAT1	223	P24752	1.0	29.601819868487627	29.950438694788776	25.495906457233737	27.053503308447986	29.99354521379754	26.268009018850936	29.80742877556286	29.839374956616997	30.319327115123574	26.378588957233855	30.716439399554172	29.601819868487627
ACAT2	25	Q9BWD1	1.0	27.629440860249975	27.907798012344763	23.884275564716965	25.40556214910594	28.288101975076902	24.597996041625244	27.86894481211622	28.026593401762028	28.099557554506234	24.681468468306416	28.707061765138945	27.629440860249975
ACBD3	17	Q9H3P7	1.0	24.823220619362996	24.168502719554308	20.434741950404682	21.575377721520834	26.16638046480345	21.588780481431755	25.515562237726574	25.353698024530377	24.92086424113038	22.002425315346063	25.069809566169038	24.823220619362996
ACBD4	2	Q8NC06	1.0	19.03684616941252	18.942589878741458	15.68734994559782	16.04335200424464	20.406121773012554	16.079275569977113	19.568233539362033	18.926368126001545	19.17911652999626	15.775201055957893	19.943962423142423	19.03684616941252
ACBD5	28	Q5T8D3	1.0	25.127799812574644	25.325926728072275	20.590184298911776	22.465241205493836	26.744189380864487	21.51339100705936	25.473177468073953	25.1495410120603	25.411367494879283	21.658903088722244	25.671445065021008	25.127799812574644
ACBD6	4	Q9BR61	1.0	21.448022992732866	21.704739003050395	17.420543486767254	18.508309852603414	22.693382893422314	18.147651686144314	22.193757006835064	22.259425129149626	21.937698849925347	18.519499540284247	21.94208948473781	21.448022992732866
ACE	4	P12821	1.0	20.913451636761852	21.34944275073074	17.90095194733894	18.656232068488986	21.701256952282293	18.40548044204827	21.42983356085757	21.23807180972034	21.59114267502374	18.053334602610438	21.855094310978092	20.913451636761852
ACE2	1	Q9BYF1	0.9995	19.42947519172889	17.4275378363867	NA	14.988945897800816	18.17440579679929	16.592064121985896	20.987118640660565	21.151726136110785	19.192645712540376	18.020816995169028	18.866472980097647	19.42947519172889
ACIN1	28	Q9UKV3	1.0	25.18046233028569	24.819822972853405	20.797409136317942	21.96351853860643	27.1277806713802	21.923169394550214	25.711580106748617	25.118726557381034	25.394271095661413	21.837836261087958	25.06195687461447	25.18046233028569
ACLY	93	P53396	1.0	26.363488317605984	26.02882786655624	22.169675955633686	23.14312952398796	27.913390709903606	23.067379890782124	26.890583243993564	26.87206117904292	26.427375447134292	23.535932780349114	26.73649243983736	26.363488317605984
ACMSD	8	Q8TDX5	1.0	22.393988108550236	23.782648810006975	18.482232781907637	20.993492886599306	22.341533282013813	18.912226303436736	22.194450917584156	22.23993688211862	23.02988917298509	18.50459042394965	23.339832938690442	22.393988108550236
ACO1	109	P21399	1.0	27.74673907761984	28.335982156869107	23.912724696148246	25.530165190510942	28.123725825171356	24.366597253434012	27.850278974571687	28.00852885726331	28.265522344600374	24.60534610431067	28.941287743363347	27.74673907761984
ACO2	136	Q99798	1.0	27.681917653976686	27.72321919140446	23.44076561819858	24.804841912197645	29.27809279016867	24.31721185273871	28.019961270025387	27.745511997643092	28.06029728503854	24.36151809749804	28.130864038333762	27.681917653976686
ACOT11	2	Q8WXI4	1.0	20.17956897499151	20.54870150214221	15.911096719932864	17.487493338049248	20.703151174962127	16.69091053592188	19.988500869054835	20.061754015673355	21.121854162602983	16.11735958628311	21.848313901832693	20.17956897499151
ACOT12	18	Q8WYK0	1.0	25.97616357097449	26.42691568047447	21.460350478800542	23.66829063243437	25.911541530183573	22.365275145232204	25.578500776972263	25.686023582755425	26.91433911057347	22.542068177826504	27.50992371864087	25.97616357097449
ACOT13	15	Q9NPJ3	1.0	27.0971424929662	27.639240237528504	22.66902563647193	24.693292803418906	28.03269052129296	23.485367522544358	27.583154279765434	27.82036410375427	27.81542972438517	24.12675589515753	27.174223675960473	27.0971424929662
ACOT2	53	P49753	1.0	27.595760772731058	28.115877030642494	23.825424191757023	25.23929623620228	28.5807595790868	24.418280894509554	27.7147218146305	27.619423541327905	28.139975074676915	24.454955246172556	28.48783337552251	27.595760772731058
ACOT4	11	Q8N9L9	1.0	23.977368314392816	23.907028720692523	19.6515442495495	21.09519963556675	24.126448641226247	20.736767372814665	25.176876829989418	25.15091540857503	24.37623536440258	21.718220135686146	23.84293411909846	23.977368314392816
ACOT7	7	O00154	1.0	22.44139975040781	22.609582105881536	18.696905929572246	19.60442444879157	24.02552849228744	19.472654311063085	22.938943071539985	22.735468090930855	22.909790509156856	19.21253955875015	22.86743463347037	22.44139975040781
ACOT8	14	O14734	1.0	25.084625867913136	24.976897275299457	20.95705350502151	22.37316314539304	26.03769446862404	21.738658700907305	26.31376083452731	26.02444915056046	25.259986772784803	22.71750589465372	24.738258961188922	25.084625867913136
ACOT9	23	Q9Y305	1.0	24.26383409110418	24.38178766496347	19.661929160933184	21.51190031618257	24.842051032698308	21.103973440092272	24.970866304053306	25.10619797441953	24.93496015724858	21.811715046072948	24.75976057317648	24.26383409110418
ACOX1	103	Q15067	1.0	27.404564939963315	28.232733684056523	23.6180758114528	25.29940465056101	27.918870706177735	24.251473344127685	27.73423961639985	27.673919013017432	28.344437073485285	24.17855643671966	27.612530060385364	27.404564939963315
ACOX2	137	Q99424	1.0	28.37548584355111	29.201941544428816	24.92004299252403	26.43677851592302	28.55274891877457	25.282505889611848	29.141532055123545	29.084002916175585	28.922293001535884	25.751574514181016	28.4713908530367	28.37548584355111
ACOX3	41	O15254	1.0	25.06450027700978	25.78156651447053	21.056740174301357	22.993943224430158	25.099683069569057	21.53175816644703	25.917075418598245	25.94246251221547	25.631470411568813	22.446975349384484	25.04312869594144	25.06450027700978
ACP1	8	P24666	1.0	26.03135489045692	26.05593127141097	22.114057634904455	22.982710099634527	26.897852073741635	22.202771614297713	26.446850495332466	26.66044122184506	26.343536663961423	23.10512522818844	26.837966921121733	26.03135489045692
ACP2	9	P11117	1.0	23.791234984252505	23.743048755963354	19.732119080597702	20.75975660834568	25.249076695362817	20.52453051911719	24.23140205711809	24.05758846995624	24.62578288035493	20.720474138270617	24.262258035162017	23.791234984252505
ACP5	1	P13686	1.0	18.118606435989076	18.18632532812408	14.22435955251621	15.366245522018927	19.37359432666597	14.657134722698585	18.652639515625268	18.301006031887475	19.16575183063968	14.761546134991484	18.715137068256787	18.118606435989076
ACP6	3	Q9NPH0	1.0	21.377336366075603	21.57106827474903	17.42331614055977	18.91252357823297	22.52786932416656	18.460132625213394	22.186120375081344	22.157138186519436	21.701079926565164	19.011977952904136	21.677942889103242	21.377336366075603
ACSF2	27	Q96CM8	1.0	26.028545458249766	26.328105563458067	22.133473397467046	23.417795966916636	26.65035344452935	22.764111005704216	26.25430069970093	26.356521310412255	26.989204386476843	22.936707009933663	26.89105169066101	26.028545458249766
ACSF3	18	Q4G176	1.0	25.43695057759563	25.77507440279704	21.977821200020824	23.169317520006604	26.072982757410195	22.92364916742099	25.80409258045927	25.740850415715396	25.935363957404846	22.453436809616584	26.602025761973792	25.43695057759563
ACSL1	193	P33121	1.0	29.152316580628902	29.60144654411271	25.16094551315041	26.773801486414445	29.995036552860018	25.867310922403846	29.211531020123605	29.11792798963952	30.06977095608602	25.693428551071754	30.010912197978598	29.152316580628902
ACSL3	36	O95573	1.0	25.463022487467956	25.206215971950105	21.3525205062766	22.47276556121801	26.900378938548656	22.40288239383463	26.14413064713895	25.92767081823411	25.978625974273925	22.672468720698305	25.620354724899336	25.463022487467956
ACSL4	22	O60488	1.0	24.881006351661867	24.50938575113712	20.674681744756832	21.961101128784993	26.537810963688326	21.598945445616675	25.886503908421886	25.368821600140947	24.68079604167485	21.846933808474564	24.574175914803895	24.881006351661867
ACSL5	94	Q9ULC5	1.0	27.61478051927663	27.758428701357424	23.295904879157767	24.918785593063088	27.733982820789024	24.37380153932771	28.513015914712714	28.6243377697799	28.455035013407134	25.17974165694861	28.05056200922536	27.61478051927663
ACSL6	15	Q9UKU0	1.0	22.80422192881549	22.757322004849048	18.736054175691326	19.901078049966618	23.921921945206975	19.85480295966023	23.519659386017473	23.394492132478163	23.646625158988268	19.964509987233306	22.904840864978166	22.80422192881549
ACSM1	17	Q08AH1	1.0	26.190011170475035	26.211606898402984	22.13814234493481	23.3942274991524	25.80172659561265	22.40094901447796	27.250100284487996	27.400868799173566	26.903660039037465	24.007923771695033	26.49746618557808	26.190011170475035
ACSM2A	22	Q08AH3	1.0	25.32136266274019	25.218782290902602	21.393434225685976	22.370227659073155	25.714184450129473	22.19524748525445	25.376306751147645	25.501517781073186	26.570927670803485	22.068022230067726	26.313277549154343	25.32136266274019
ACSM2B	128	Q68CK6	1.0	28.817797597244734	29.263926594426867	24.92427816331777	26.413559678708918	29.372775237588726	25.423280559274207	29.049927157437374	29.096971541306875	29.847644670933484	25.7343695950196	29.683371103313434	28.817797597244734
ACSM3	31	Q53FZ2	1.0	25.86444911792413	27.107326473782887	21.88729878880567	24.427163195872012	25.4040446937843	22.73513410968715	25.398632374686798	25.387213809286813	26.849475935054198	22.04563005828033	27.24541573055538	25.86444911792413
ACSM4	3	P0C7M7	1.0	25.24240741566666	25.78759044951356	21.88114834546283	23.4635251388149	26.05246070359757	22.73631617138674	25.367417475991214	25.47042396255526	25.990879387327787	22.365555114428254	26.124350489576344	25.24240741566666
ACSM5	30	Q6NUN0	1.0	25.15332764906211	25.670652978472344	21.399282877323458	22.845789243458917	25.614693836672817	21.9176837485732	25.352697751324822	25.418936223454022	26.017172474292874	22.060140049855587	26.315987885805683	25.15332764906211
ACSS1	4	Q9NUB1	1.0	21.38359741922663	21.51706525296102	17.360327612284173	18.595986940596028	22.664549826027315	17.778416725660506	21.887837348351294	21.407521429951835	21.897162517455584	18.44812173800855	22.041721150326595	21.38359741922663
ACSS2	29	Q9NR19	1.0	26.256203897294736	26.41164773304423	21.782988776101778	23.64506932936159	27.195261839802125	22.69401892829671	26.555619706138035	26.627801125364027	26.591737575507373	23.347214378988323	27.418949678577864	26.256203897294736
ACSS3	56	Q9H6R3	1.0	26.25271369529575	26.44921611682951	22.01701481192432	23.671665812294087	26.957268033287804	22.777744687603175	26.908797902626816	26.920270884898613	26.919408112307934	23.579040153546973	26.834536974420086	26.25271369529575
ACTA1	7	P68133	1.0	21.07053121925724	21.541445553333382	17.719632961988303	18.180352326049746	21.84192071277578	18.42966052217772	21.479282961864367	21.578568491068772	21.742356945104834	18.181285134945142	21.546381493398695	21.07053121925724
ACTA2	81	P62736	1.0	28.581831673449457	28.73042340600369	24.444441544429637	25.720280624414013	29.34408658170792	25.16381067043041	29.164672298134708	29.061712934926803	29.25018696747411	25.452945553184968	29.231051019335368	28.581831673449457
ACTB	468	P60709	1.0	30.79513736286052	30.915056188352523	27.20744595210349	28.108377029272543	31.559631913006665	27.97659713270525	31.30400661701667	31.31828995037363	31.499771896187937	28.057259786039367	31.351838442100018	30.79513736286052
ACTBL2	4	Q562R1	1.0	20.807861393526547	20.88545779458756	17.042795735233266	17.910224494435	21.464600777889338	17.825728594086886	21.05066866845861	21.317599187862577	21.407155632428704	17.45850769497331	21.19229167338901	20.807861393526547
ACTL6A	8	O96019	1.0	22.092115703160555	22.132130447798787	18.431142096230563	19.286745330254305	23.317785914901933	18.73670353931787	22.747288997605484	22.679856847241386	22.5822455045834	19.356613537518108	22.62141669104912	22.092115703160555
ACTN1	128	P12814	1.0	27.027984253394497	27.38540294191175	22.907730569131548	24.515251365471133	27.46830748522951	23.718825500705005	27.49994400673055	27.53379935306308	27.77578716569618	24.07478336190798	27.86095756443439	27.027984253394497
ACTN3	2	Q08043	1.0	18.593696659049947	19.04084717940732	14.38158554936336	15.810227586467708	19.559515026917097	15.308995439303398	19.02544769587425	19.057286938376908	19.431431804257393	15.047889478566226	19.34871614166468	18.593696659049947
ACTN4	297	O43707	1.0	28.483332215950075	28.66145587096808	24.323798170261203	25.84754873750647	29.028958121305283	25.222056456545687	29.141414326456072	29.152205837280636	29.133040703034748	25.78447199037187	29.239215300939986	28.483332215950075
